Symbol,Date_1,Date_2,Date_3,Date_4,Date_5,Date_6,Date_7,Date_8,Date_9,Date_10,Date_11,Risk,Resilience,Growth Potential,Financial Health,Competitive Positioning
"Align Technology, Inc.",23.950000762939453,32.2400016784668,53.45000076293945,54.209999084472656,79.0,150.1199951171875,369.5499877929688,177.8000030517578,336.6700134277344,669.6799926757812,204.58999633789065,2.9874051848388925,2.7275753743511917,3.9568092816893223,2.572960799546836,4.1992793753535445
"Align Technology, Inc.",28.39999961853028,55.0099983215332,56.34000015258789,72.9000015258789,141.38999938964844,340.2799987792969,188.3699951171875,323.9200134277344,589.6099853515625,191.6300048828125,274.19000244140625,3.7584444404364494,3.5800513674783447,4.309699431707499,4.3178390540207925,3.931400637065753
ResMed Inc.,35.279998779296875,29.920000076293945,43.59000015258789,47.380001068115234,58.09999847412109,63.52999877929688,75.05000305175781,111.33000183105467,131.6300048828125,209.57000732421875,262.07000732421875,3.72989663443819,3.539272208983033,3.9630818812564934,3.546518471675493,4.903630672779457
ResMed Inc.,25.61000061035156,44.25,43.72999954223633,72.91999816894531,57.720001220703125,77.87000274658203,106.8000030517578,134.36000061035156,179.60000610351562,257.2200012207031,206.88999938964844,4.548411370177856,3.416998722787043,4.526912178330348,2.5580153471831437,3.012986827873486
ResMed Inc.,42.47999954223633,43.66999816894531,71.0199966430664,59.66999816894531,70.05000305175781,103.77999877929688,126.9000015258789,174.67999267578125,255.4900054931641,225.2100067138672,173.38999938964844,2.735098942900088,4.457984552123547,2.6216484925152668,3.8689994168584807,2.6699329061807715
"HCA Healthcare, Inc.",21.63999938964844,37.06999969482422,48.27000045776367,78.55999755859375,77.7300033569336,87.19999694824219,128.80999755859375,130.10000610351562,137.7899932861328,240.42999267578125,240.02999877929688,4.116646146837504,3.0467982088593644,2.8336691250044788,3.8663150000065336,4.893230720717242
"HCA Healthcare, Inc.",31.299999237060547,48.33000183105469,73.13999938964844,79.77999877929688,83.11000061035156,103.19000244140624,123.54000091552734,133.80999755859375,246.8800048828125,228.9900054931641,271.70001220703125,3.735211254050387,4.344310024475767,4.361753592294191,4.8192629746083995,4.027495038467341
"Cardinal Health, Inc.",38.58000183105469,42.130001068115234,46.130001068115234,68.6500015258789,88.69000244140625,78.29000091552734,69.23999786376953,52.130001068115234,51.209999084472656,52.290000915527344,51.36000061035156,3.6242135859821265,4.8430633634551725,2.97715889526734,2.7560222391578195,3.2240632920287515
"Cardinal Health, Inc.",41.47999954223633,44.790000915527344,72.69000244140625,90.13999938964844,76.7300033569336,77.91999816894531,50.04999923706055,47.95000076293945,48.91999816894531,48.290000915527344,79.1500015258789,3.5824925854067415,4.569383918509484,4.069571657539182,3.6966956764716343,3.096862518113481
"Cardinal Health, Inc.",41.68999862670898,67.54000091552734,89.9800033569336,85.58999633789062,73.44000244140625,49.150001525878906,45.54999923706055,49.540000915527344,48.540000915527344,77.72000122070312,101.13999938964844,3.9695466822488976,3.6748464758051287,3.805623425181656,4.478058683608674,4.6748446859882655
"Agilent Technologies, Inc.",29.678112030029297,32.25321960449219,30.436338424682617,39.12017059326172,42.61000061035156,44.59999847412109,60.869998931884766,67.62000274658203,74.91999816894531,112.20999908447266,158.74000549316406,3.519008721892839,3.8047738822959647,4.693266785141663,3.629804262682271,3.431337146440417
"Agilent Technologies, Inc.",26.09442138671875,32.19599533081055,39.914161682128906,43.18999862670898,45.41999816894531,59.310001373291016,66.51000213623047,74.7699966430664,105.31999969482422,162.77999877929688,149.5500030517578,3.0777169648710503,4.734616773904065,4.106155318876161,2.920560564620573,3.0003633286761255
"Agilent Technologies, Inc.",29.95708274841309,42.50357818603516,41.810001373291016,41.400001525878906,59.29999923706055,61.470001220703125,65.86000061035156,97.93000030517578,153.27000427246094,145.13999938964844,139.80999755859375,3.3835619058667934,4.142833939311817,2.8816409356946933,4.398363241096398,2.576800786543909
"Molina Healthcare, Inc.",18.36000061035156,33.86000061035156,32.70000076293945,33.58000183105469,71.61000061035156,49.83000183105469,58.59000015258789,145.41000366210938,121.5,207.1999969482422,322.3299865722656,4.317403191361999,3.813218446360761,2.555594906483187,4.7339892519815585,3.4217694842552104
"Molina Healthcare, Inc.",22.450000762939453,28.8700008392334,35.93000030517578,62.91999816894531,48.45000076293945,69.18000030517578,127.08999633789062,120.0,206.5,302.8900146484375,334.3699951171875,3.902182017657044,2.9954762243262927,3.2599807956432723,2.771208541577824,2.6233278491370244
"Molina Healthcare, Inc.",26.82999992370605,36.130001068115234,63.15999984741211,62.43000030517578,67.08000183105469,98.70999908447266,123.9499969482422,175.5,280.0899963378906,316.8900146484375,357.75,4.675258818045803,2.9201606963389124,2.579044617877829,4.6727957060803895,4.460162473036405
"Regeneron Pharmaceuticals, Inc.",33.2599983215332,103.5999984741211,170.11000061035156,302.0,515.3699951171875,358.5,470.1000061035156,393.7699890136719,301.57000732421875,523.6099853515625,634.77001953125,3.7597763534860986,4.579640596984981,3.214663533377199,3.684862731314724,3.868998063127703
"Regeneron Pharmaceuticals, Inc.",56.43000030517578,163.99000549316406,328.0899963378906,452.4200134277344,394.489990234375,491.1400146484375,390.0499877929688,283.7200012207031,585.1799926757812,643.6400146484375,711.3499755859375,3.833487091376009,3.370627696631483,4.750228366316277,4.510004905517658,2.6031830059307164
"Regeneron Pharmaceuticals, Inc.",181.1999969482422,299.7900085449219,451.7699890136719,413.7799987792969,455.7000122070313,351.1400146484375,299.57000732421875,571.1500244140625,553.239990234375,738.97998046875,849.530029296875,4.516030934826256,3.5550003443427776,4.560190021727502,4.887744130762252,2.5627960227303266
Eli Lilly and Company,35.029998779296875,39.52000045776367,54.65999984741211,60.86000061035156,74.9000015258789,78.94999694824219,82.06999969482422,105.63999938964844,108.45999908447266,143.3800048828125,278.4100036621094,2.842056523157911,2.9594042829142446,3.6894609312655238,4.847639896901031,3.5275669760654402
Eli Lilly and Company,41.79999923706055,53.77999877929688,58.869998931884766,72.41000366210938,74.54000091552734,82.30000305175781,102.0,111.0999984741211,146.77999877929688,260.44000244140625,364.8800048828125,3.5316933835682525,4.719598990615063,4.023336323516807,4.744613040398663,4.724068982919806
Eli Lilly and Company,49.5099983215332,53.209999084472656,71.06999969482422,77.25,78.33999633789062,85.86000061035156,108.70999908447266,151.97000122070312,237.8800048828125,361.1700134277344,570.6699829101562,3.020135394952595,4.267231299717415,3.7442293855369146,4.196235653970397,2.517353352767613
"Charles River Laboratories International, Inc.",36.20000076293945,34.810001373291016,44.18000030517578,57.970001220703125,72.94999694824219,83.30000305175781,99.5999984741211,127.91999816894533,136.07000732421875,232.009994506836,375.3399963378906,3.480967475235933,4.405190539872141,4.739918073004588,4.350625894217143,4.057592186020833
"Charles River Laboratories International, Inc.",27.75,41.43999862670898,61.09000015258789,78.54000091552734,85.37000274658203,101.1500015258789,127.54000091552734,129.67999267578125,242.1499938964844,374.8500061035156,218.9199981689453,3.197855493276382,4.543248899015004,3.23402612512721,4.206146193953169,3.9955490590906946
"Charles River Laboratories International, Inc.",38.040000915527344,58.11000061035156,81.97000122070312,79.3499984741211,92.26000213623048,112.11000061035156,126.51000213623048,209.88999938964844,403.5400085449219,240.83999633789065,238.1699981689453,2.80779836939956,3.0987873648702307,2.9451722992691423,3.468623457456638,3.237107785703889
Centene Corporation,6.559999942779541,11.770000457763672,11.357500076293944,14.322500228881836,36.07500076293945,35.64500045776367,41.29999923706055,72.1449966430664,47.18000030517578,63.91999816894531,84.37000274658203,4.395753593355554,3.42191289858383,4.364616146360595,4.527554392725531,4.637208305810138
Centene Corporation,10.0024995803833,11.19499969482422,15.9375,34.904998779296875,30.084999084472656,39.93999862670898,67.59500122070312,47.310001373291016,65.86000061035156,74.08000183105469,81.58000183105469,3.418917331217688,3.1021356979128685,3.336330320037667,2.8153227389795417,3.464094261959425
Centene Corporation,10.34000015258789,15.345000267028809,33.67499923706055,29.575000762939453,37.625,62.02999877929688,48.52000045776367,57.34999847412109,65.31999969482422,82.12000274658203,73.6500015258789,3.784488763360925,2.716296846796111,2.9850644827318855,2.9821932849395454,2.559202092935982
Incyte Corporation,16.549999237060547,17.219999313354492,23.790000915527344,47.45000076293945,107.91999816894533,81.2699966430664,132.0,66.81999969482422,77.43000030517578,81.38999938964844,73.9800033569336,3.216524356756048,4.711486520883953,3.022089678136002,4.52293846547391,4.924559698494656
Incyte Corporation,14.989999771118164,18.020000457763672,62.220001220703125,105.51000213623048,83.16000366210938,125.91000366210938,61.75,77.91000366210938,90.52999877929688,63.34000015258789,79.58999633789062,4.025795448984939,2.9192752208799524,4.225305403021419,3.0518530534043142,4.557529426201171
Incyte Corporation,17.0,65.88999938964844,91.27999877929688,76.7699966430664,138.41000366210938,68.62000274658203,80.91999816894531,91.51000213623048,65.55999755859375,78.41000366210938,62.54999923706055,3.834398372049815,3.9970132042968216,3.659096695857338,4.284134198231971,3.780090600203545
Waters Corporation,77.62999725341797,88.33999633789062,93.97000122070312,111.08999633789062,134.72000122070312,142.07000732421875,177.9499969482422,193.83999633789065,214.759994506836,228.4900054931641,367.6099853515625,3.3907511711760163,2.536246669070952,4.561195595345554,2.8957437802562884,3.0743390924014773
Waters Corporation,75.94000244140625,91.4000015258789,113.6500015258789,124.0199966430664,137.61000061035156,183.83999633789065,195.6100006103516,223.19000244140625,213.6999969482422,346.4599914550781,346.5299987792969,4.468760092053471,3.5598460526694,4.137076014842451,3.033698519701786,3.0355869642507516
Waters Corporation,88.70999908447266,108.72000122070312,124.5999984741211,136.6199951171875,178.60000610351562,193.77999877929688,204.3099975585937,206.2400054931641,344.7099914550781,322.8900146484375,331.9700012207031,2.9960088690796374,2.9585072310586087,4.570751955414154,2.735292558316209,4.739849764604115
"Revvity, Inc.",25.600000381469727,26.489999771118164,34.90999984741211,44.7599983215332,53.459999084472656,52.65999984741211,65.80000305175781,94.62000274658205,83.0199966430664,127.81999969482422,197.97999572753903,4.836627169254525,4.236319096644509,3.2437145815467665,4.950148008604744,4.419088611071108
"Revvity, Inc.",20.600000381469727,34.4900016784668,45.400001525878906,51.5099983215332,55.560001373291016,68.13999938964844,85.66000366210938,85.5,123.33000183105467,181.759994506836,140.1999969482422,3.2517639091637673,2.6022845044318976,3.3357797272765906,3.6780104784513945,4.3196386722027
"Revvity, Inc.",32.09000015258789,43.77999877929688,48.29999923706055,50.7400016784668,62.79999923706055,72.58999633789062,81.30999755859375,114.25,169.82000732421875,136.39999389648438,109.63999938964844,3.0059485599051157,4.5785383451015855,4.3189663202955675,2.9696426849594633,3.305262850409973
"Becton, Dickinson and Company",81.31707000732422,74.9756088256836,89.60975646972656,111.34634399414062,138.09756469726562,165.50244140625,193.0146331787109,248.9561004638672,250.53659057617188,222.9073181152344,245.19024658203125,4.104563822872716,4.231193466162826,4.437347475964593,4.226894237891209,3.4262489777354803
"Becton, Dickinson and Company",72.63414764404297,85.75609588623047,112.8000030517578,140.7024383544922,162.9268341064453,190.35122680664065,242.263412475586,254.1560974121093,229.27804565429688,239.30731201171875,255.3000030517578,3.140463230610499,4.086519064457657,4.588041309475983,4.810361926274173,3.6350829312119854
"Becton, Dickinson and Company",77.51219177246094,107.43414306640624,138.81951904296875,154.13658142089844,182.21463012695312,233.0731658935547,230.5756072998047,229.8243865966797,235.27804565429688,234.69000244140625,243.3000030517578,3.295224259231147,3.7614447759227727,3.6221900158905873,3.2914722461247674,3.8689385321605356
Pfizer Inc.,17.06831169128418,20.05692672729492,26.603416442871094,29.2789363861084,32.542694091796875,33.74762725830078,31.603416442871094,40.14231491088867,34.5920295715332,36.52000045776367,59.20000076293945,3.73389797508076,4.247244091770526,4.394050996045962,4.308276286928882,3.6845289062065127
Pfizer Inc.,20.844402313232425,25.57874870300293,29.81024742126465,33.2163200378418,32.59013366699219,31.869070053100582,38.937381744384766,35.46489715576172,34.67741775512695,51.20000076293945,51.130001068115234,4.700967009875313,3.788872045300446,3.8381296415286004,3.190634962955885,4.712200103576597
Pfizer Inc.,24.5825424194336,29.620492935180664,32.67552185058594,31.204933166503903,30.5123348236084,34.468692779541016,35.06641387939453,34.326377868652344,41.4900016784668,48.18000030517578,28.40999984741211,3.634753701330653,3.0398365768723012,4.169563986458341,3.4675623613706885,4.678115328279484
"Walgreens Boots Alliance, Inc.",39.650001525878906,34.209999084472656,42.43000030517578,66.12999725341797,86.18000030517578,83.05999755859375,81.51000213623047,68.73999786376953,55.93999862670898,37.97999954223633,50.72999954223633,4.101632070195979,4.066994150884112,4.78928075931274,4.561251254965076,3.539318492068159
"Walgreens Boots Alliance, Inc.",33.060001373291016,41.310001373291016,67.33999633789062,87.12000274658203,77.62999725341797,78.30999755859375,67.41999816894531,56.880001068115234,37.63999938964844,47.31999969482422,38.310001373291016,2.6140401439355903,4.678758521819373,2.982289662365506,4.415971831567189,2.5584142355093538
"Walgreens Boots Alliance, Inc.",38.060001373291016,60.959999084472656,86.7699966430664,81.83999633789062,80.75,61.130001068115234,51.869998931884766,35.349998474121094,48.91999816894531,40.59000015258789,26.61000061035156,4.181959848002196,2.849291454513144,3.4162456756053796,2.5799591898591228,3.346378586553375
UnitedHealth Group Incorporated,37.470001220703125,53.060001373291016,55.0,74.94999694824219,119.4499969482422,140.86000061035156,194.77999877929688,261.0400085449219,243.6699981689453,335.0599975585937,499.5,3.4552764742091813,2.7359456550354047,3.9624244294487534,4.4566745043796345,4.220271844065529
UnitedHealth Group Incorporated,51.4900016784668,57.04999923706055,76.76000213623047,118.58000183105467,133.4199981689453,185.4199981689453,256.760009765625,232.4600067138672,324.57000732421875,437.5400085449219,531.989990234375,4.911045175883209,4.27797593612655,4.967324424097274,4.424340455383568,2.5781407135249976
UnitedHealth Group Incorporated,54.540000915527344,71.36000061035156,118.5199966430664,130.5,178.0500030517578,247.47999572753903,245.0599975585937,312.0199890136719,428.0700073242188,517.1900024414062,520.030029296875,3.393807641298321,2.928712983970933,4.218639037388565,4.913803782422343,3.9952119349975654
AbbVie Inc.,35.119998931884766,48.88999938964844,59.119998931884766,60.16999816894531,66.31999969482422,93.11000061035156,65.2300033569336,91.62999725341795,109.33000183105467,157.11000061035156,154.6199951171875,3.750877226147357,4.084343290304718,3.591367457646329,4.698513293190073,3.974427221729654
"Zimmer Biomet Holdings, Inc.",52.660194396972656,59.25242614746094,71.10679626464844,89.2330093383789,110.9417495727539,117.16504669189452,113.77669525146484,119.67961120605467,134.47572326660156,141.98057556152344,124.0873794555664,3.740348047346489,4.466904570239345,2.982688629058222,4.878828083599932,3.8444578631495583
"Zimmer Biomet Holdings, Inc.",52.36893081665039,72.87378692626953,91.5631103515625,112.54368591308594,118.3786392211914,124.66019439697266,122.34951782226562,134.48544311523438,143.2427215576172,126.42718505859376,127.27999877929688,4.596285091572451,3.9642485926103506,4.54118629377233,2.559915134492065,4.912018203999118
"Zimmer Biomet Holdings, Inc.",65.72815704345703,91.73786163330078,114.58252716064452,110.5242691040039,115.8252410888672,108.5631103515625,130.99029541015625,136.1165008544922,142.0970916748047,114.52999877929688,121.41999816894533,4.987841669743684,3.7621086515801876,4.767903684175883,4.601526093653076,4.666077536007113
"IDEXX Laboratories, Inc.",34.439998626708984,43.02999877929688,45.595001220703125,59.165000915527344,68.66999816894531,93.06999969482422,155.49000549316406,242.42999267578125,282.1300048828125,459.7900085449219,654.8400268554688,4.414289227712764,3.1830441842743333,3.262836891058756,3.335276857400931,3.4778479871403243
"IDEXX Laboratories, Inc.",39.54499816894531,46.95000076293945,61.84000015258789,76.05999755859375,90.08000183105467,161.4199981689453,242.9100036621093,267.6300048828125,422.7200012207031,634.6799926757812,404.7999877929688,3.3363809164378964,2.625492360308514,3.9970156148898353,3.575769477408217,4.086728238869643
"IDEXX Laboratories, Inc.",47.025001525878906,59.44499969482422,76.21499633789062,80.31999969482422,167.39999389648438,221.27999877929688,260.07000732421875,374.1600036621094,635.1500244140625,412.8900146484375,556.010009765625,2.756893480979883,3.422404211591287,4.073467041887757,2.619183737800154,2.540934126704271
STERIS plc,36.52000045776367,30.959999084472656,39.58000183105469,49.79999923706055,66.13999938964844,68.88999938964844,82.20999908447266,113.83999633789062,143.14999389648438,189.08999633789065,244.97999572753903,4.722102555856267,2.838278699695952,4.022794863266721,3.5326593219803564,4.335642833972239
STERIS plc,30.06999969482422,39.43000030517578,46.52999877929688,69.69999694824219,69.41999816894531,81.5,116.1999969482422,141.6199951171875,187.3300018310547,230.9600067138672,183.1999969482422,2.805471359136153,4.2737467203522765,2.961446852638584,3.296894421364656,4.670315673867213
STERIS plc,35.11000061035156,43.58000183105469,67.95999908447266,72.54000091552734,77.37000274658203,106.69000244140624,144.61000061035156,163.02000427246094,225.08999633789065,177.2100067138672,221.4199981689453,2.9780503766674853,2.738148971843468,4.911497857447797,2.5026963058257605,4.312150244485045
Stryker Corporation,54.36000061035156,53.959999084472656,64.77999877929688,79.4800033569336,96.58999633789062,120.41000366210938,146.72999572753906,171.75999450683594,215.5599975585937,233.009994506836,270.4200134277344,4.431590065137548,4.307653423213809,3.9393985993389586,4.983855313990725,3.862749997656014
Stryker Corporation,51.06999969482422,63.04999923706055,80.79000091552734,93.3499984741211,111.87000274658205,138.77999877929688,166.1300048828125,213.69000244140625,222.3300018310547,260.29998779296875,244.02999877929688,3.2936149658471647,3.3450324981708945,2.555624444632797,4.497868706500468,2.939758622184142
Stryker Corporation,55.880001068115234,79.43000030517578,92.77999877929688,109.7300033569336,140.85000610351562,169.9600067138672,205.6600036621093,205.4100036621093,266.32000732421875,224.6499938964844,299.07000732421875,4.759314467305126,3.534736073311382,3.582077391361882,3.9860870045893617,4.986535810021428
Bio-Techne Corporation,16.600000381469727,16.952499389648438,16.6200008392334,21.38500022888184,25.584999084472656,28.059999465942383,29.0575008392334,48.93000030517578,50.375,75.93499755859375,125.16500091552734,4.258827430317805,3.0608246707961353,4.128551097771857,3.5006364904677656,4.15395901036865
Bio-Techne Corporation,17.145000457763672,17.24250030517578,22.20499992370605,25.4375,26.77499961853028,29.375,42.212501525878906,47.0099983215332,66.38999938964844,122.40750122070312,82.20999908447266,2.749742612834503,3.086072299541999,3.7223377641018,3.9282174701061177,4.290303966460596
Bio-Techne Corporation,17.334999084472656,21.450000762939453,24.375,23.162500381469727,27.799999237060547,37.05500030517578,49.872501373291016,62.50749969482422,124.50499725341795,83.01499938964844,77.94000244140625,2.8267059771562737,4.85927234973316,3.0946042433688925,3.1824296281499516,3.8394494863458952
Teleflex Incorporated,53.880001068115234,61.97999954223633,81.19999694824219,103.2300033569336,129.0,179.14999389648438,214.6000061035156,255.0599975585937,328.0400085449219,373.1400146484375,331.1600036621094,4.291228176135219,3.792044087786796,2.7866356947818947,4.832695089194185,4.740208501279109
Teleflex Incorporated,61.5,76.94999694824219,103.9000015258789,121.5199966430664,160.64999389648438,207.759994506836,241.6000061035156,338.8800048828125,361.7999877929688,321.239990234375,248.8699951171875,4.236897604589476,4.108829496957616,4.604092373978943,3.873975163604149,3.110816522955595
Teleflex Incorporated,72.37999725341797,92.7699966430664,120.08999633789062,156.52000427246094,201.3300018310547,267.6000061035156,350.6000061035156,389.4700012207031,363.2000122070313,214.0399932861328,252.1100006103516,2.972036840389994,3.9753974322720005,3.465451490739418,3.49533343727338,4.850103818851066
Johnson & Johnson,63.34999847412109,64.88999938964844,78.80999755859375,100.0,101.12999725341795,121.29000091552734,132.86000061035156,138.50999450683594,136.1699981689453,143.8699951171875,169.6699981689453,4.351170472769436,2.677274259304831,4.386959583357797,3.342957127960732,4.163715695917832
Johnson & Johnson,65.87999725341797,75.05999755859375,93.93000030517578,100.20999908447266,113.3499984741211,132.2899932861328,132.02000427246094,129.5500030517578,147.19000244140625,159.6999969482422,177.42999267578125,3.7428090259861597,4.68145505051357,4.031052699768607,4.9013783449285295,3.166974082360852
Johnson & Johnson,70.83999633789062,90.04000091552734,101.05999755859376,112.68000030517578,127.52999877929688,121.58000183105467,130.16000366210938,149.6999969482422,161.3000030517578,175.97000122070312,156.13999938964844,4.670268282766212,3.8126488794692834,3.444578743566627,4.9661293666730675,3.873115241212957
Viatris Inc.,21.549999237060547,22.959999084472656,30.68000030517578,48.31999969482422,72.04000091552734,43.47999954223633,32.0,37.63999938964844,18.8799991607666,16.770000457763672,13.670000076293944,3.3989807249549364,3.4806613034437746,2.5695253901586357,3.6102854037462797,4.144556955780164
Viatris Inc.,22.14999961853028,28.799999237060547,53.52000045776367,68.05000305175781,42.68000030517578,38.81999969482422,37.72999954223633,21.8799991607666,15.739999771118164,13.119999885559082,11.039999961853027,4.810785374863039,2.8836768712920886,4.396149767763927,2.8220175241528587,4.737971204986389
Viatris Inc.,27.700000762939453,45.08000183105469,61.27000045776367,47.77000045776367,39.83000183105469,36.630001068115234,19.350000381469727,15.25,13.460000038146973,11.09000015258789,10.710000038146973,2.976083207039191,3.4128826995459436,3.1243224314558202,3.9421899253404193,2.5330874908796677
"Elevance Health, Inc.",58.33000183105469,64.6500015258789,64.55000305175781,93.02999877929688,163.3800048828125,131.6699981689453,190.6100006103516,264.1700134277344,249.25,310.6600036621094,459.5199890136719,2.7283326795764102,4.280427543844521,4.216630628241038,2.5789283160841334,2.9375639098760846
"Elevance Health, Inc.",67.61000061035156,65.69999694824219,95.1500015258789,152.8699951171875,130.9600067138672,188.1300048828125,258.1300048828125,252.58999633789065,294.8999938964844,419.3999938964844,514.2100219726562,3.875854927626855,4.293636385086579,4.821103056202819,3.6803777918010274,4.8014400468529725
"Elevance Health, Inc.",60.91999816894531,84.68000030517578,153.25,144.39999389648438,181.5,238.2700042724609,283.6199951171875,267.4200134277344,393.0499877929688,499.9100036621094,466.510009765625,3.5694485443375688,3.2576603657478254,4.45634065515368,2.6465867500052105,3.6651081078841425
Boston Scientific Corporation,7.480000019073486,5.949999809265137,7.320000171661377,13.720000267028809,17.989999771118164,23.40999984741211,26.76000022888184,36.13999938964844,38.16999816894531,33.33000183105469,43.119998931884766,3.2851012802438855,3.8055112163759963,3.4037192440460338,4.5204080218657055,4.3471560357597125
Boston Scientific Corporation,5.360000133514404,7.639999866485596,12.979999542236328,18.190000534057617,22.38999938964844,27.71999931335449,33.150001525878906,41.29999923706055,39.0,40.70000076293945,46.2400016784668,4.009629281864524,3.6275537193498835,4.560176107438251,4.093414112505939,2.6235848514085216
Boston Scientific Corporation,5.889999866485596,13.100000381469728,17.239999771118164,19.670000076293945,27.26000022888184,32.83000183105469,41.36000061035156,41.52999877929688,43.400001525878906,42.93999862670898,55.9900016784668,3.263278101602004,3.505179471181311,2.9576224795695243,4.80594896646009,3.7712336699220295
"Intuitive Surgical, Inc.",30.188888549804688,54.71222305297852,53.9466667175293,45.67889022827149,54.851112365722656,74.0344467163086,104.06999969482422,182.13333129882807,176.46665954589844,239.683334350586,364.5799865722656,4.687357682274582,3.4226852458719246,4.9739125805251,4.890023971880118,4.26053443044837
"Intuitive Surgical, Inc.",52.41222381591797,63.369998931884766,47.4011116027832,61.44222259521485,71.44889068603516,103.93000030517578,173.60000610351562,167.43333435058594,247.0,340.7200012207031,263.9700012207031,2.845953085661168,4.871221450547264,3.7815256126968113,2.6166035159333774,3.7844223069099097
"Intuitive Surgical, Inc.",55.27999877929688,46.40888977050781,56.31333160400391,69.30110931396484,100.8411102294922,162.6999969482422,163.82000732421875,239.82666015625,331.5,260.3500061035156,337.3900146484375,3.6045495329364114,4.948259202657686,4.41554510184985,4.086762475354064,3.586014694676792
"Universal Health Services, Inc.",44.15999984741211,41.27000045776367,61.93999862670898,75.48999786376953,131.72000122070312,133.5399932861328,107.25,123.9499969482422,146.3000030517578,131.22999572753906,128.7100067138672,2.5658534873468213,2.6292952995085543,2.5578556426537262,2.9651425570220145,4.226504814214405
"Universal Health Services, Inc.",37.709999084472656,57.09000015258789,74.3499984741211,120.93000030517578,135.7899932861328,122.08000183105467,124.36000061035156,155.3699951171875,112.70999908447266,127.2300033569336,141.25999450683594,3.437295427271053,3.3996464943234055,4.83108068609212,2.977730049710928,4.4692727398353345
"Universal Health Services, Inc.",49.68999862670898,78.63999938964844,116.1999969482422,125.75,117.30999755859376,110.9800033569336,143.33999633789062,111.22000122070312,133.02000427246094,127.6999969482422,154.1300048828125,4.945913951095262,3.1918024561227867,4.864982935070078,2.9184626263549927,4.989011802424998
DaVita Inc.,35.15999984741211,42.005001068115234,58.63999938964844,69.62000274658203,84.05999755859375,77.31999969482422,56.84999847412109,66.55999755859375,57.84999847412109,110.0199966430664,111.16999816894533,2.71513525739741,4.473341590066099,2.506079387644353,4.189669032727451,2.504390032760128
DaVita Inc.,38.56499862670898,59.46500015258789,68.4800033569336,81.83999633789062,77.1500015258789,64.76000213623047,73.02999877929688,61.65999984741211,88.91000366210938,102.66999816894533,73.9000015258789,2.922250605599478,4.791488090170599,3.712997550976186,4.00173480022058,4.976861697388343
