Symbol,Date_1,Date_2,Date_3,Date_4,Date_5,Date_6,Date_7,Date_8,Date_9,Date_10,Date_11,Risk,Resilience,Growth Potential,Financial Health,Competitive Positioning
Regency Centers Corporation,41.93000030517578,42.81999969482422,52.66999816894531,52.400001525878906,64.69000244140625,83.73999786376953,66.73999786376953,65.69000244140625,68.47000122070312,48.459999084472656,73.55000305175781,4.875703230945465,3.419871995652909,2.5175883654448206,2.855163005876169,4.898833145183978
Regency Centers Corporation,37.560001373291016,50.84999847412109,50.400001525878906,65.13999938964844,76.33000183105469,62.63999938964844,63.68999862670898,68.22000122070312,38.540000915527344,73.7699966430664,62.61000061035156,4.963472260617449,4.47642555721504,2.537017948579919,4.977492493495781,3.8488121483305164
Regency Centers Corporation,47.52999877929688,48.5099983215332,66.36000061035156,75.08000183105469,62.47999954223633,61.54999923706055,63.84000015258789,40.869998931884766,70.66000366210938,64.9800033569336,67.20999908447266,4.858271186800237,3.471450346463219,2.768498284559255,2.99258610394455,3.673359752750545
"Digital Realty Trust, Inc.",50.97999954223633,69.12000274658203,67.02999877929688,53.58000183105469,66.72000122070312,109.0,114.55999755859376,123.04000091552734,131.77000427246094,139.97000122070312,173.5,2.5454136723825846,3.1810790180302613,4.085441765849023,3.8485751888012003,4.948981618158668
"Digital Realty Trust, Inc.",66.3499984741211,65.1500015258789,52.77000045776367,65.80000305175781,95.08000183105467,112.9499969482422,122.08000183105467,127.6500015258789,156.6699981689453,163.17999267578125,100.3499984741211,4.392910206678976,2.547302323774228,4.637368376226342,2.889659015699839,4.8970362696428476
"Digital Realty Trust, Inc.",68.76000213623047,51.86000061035156,64.94999694824219,88.70999908447266,118.76000213623048,111.93000030517578,115.51000213623048,147.5800018310547,147.5399932861328,110.58999633789062,135.5800018310547,2.5775279129912883,2.5710195177409947,2.5967050634141313,4.605237225396455,3.7359237986413
"BXP, Inc.",86.5,104.73999786376952,104.70999908447266,117.58999633789062,131.86000061035156,132.02999877929688,122.75,127.91999816894533,127.66000366210938,100.38999938964844,115.9000015258789,3.540247731039365,3.1533814708400287,4.299868032066709,4.267177692892924,2.794282178388161
"BXP, Inc.",101.31999969482422,104.18000030517578,112.19000244140624,136.38999938964844,125.26000213623048,123.0199966430664,129.57000732421875,130.91000366210938,79.5,118.12999725341795,68.9000015258789,2.9787134264759256,4.694348839349191,4.134203354820948,4.41896516842645,4.074464186716424
"BXP, Inc.",106.6500015258789,109.18000030517578,137.25,131.13999938964844,122.0,124.69000244140624,127.33999633789062,85.51000213623047,116.95999908447266,70.63999938964844,72.05999755859375,4.765791906515783,4.76756937854131,2.552048665050058,4.242102800369542,3.0491586289477866
"Host Hotels & Resorts, Inc.",18.07999992370605,16.899999618530273,17.34000015258789,21.020000457763672,20.18000030517578,16.450000762939453,18.739999771118164,21.290000915527344,16.420000076293945,14.710000038146973,17.479999542236328,3.2076847461379776,3.1214844549996283,2.8381263260726444,3.0313439750808566,2.6002003369853575
"Host Hotels & Resorts, Inc.",14.869999885559082,16.540000915527344,20.43000030517578,20.600000381469727,15.350000381469728,18.270000457763672,21.63999938964844,17.43000030517578,11.020000457763672,17.079999923706055,16.15999984741211,3.6598245648196785,2.9042736958719284,2.95015774566275,2.730758431972583,2.7220324543835344
"Host Hotels & Resorts, Inc.",16.139999389648438,18.420000076293945,21.030000686645508,15.859999656677246,18.09000015258789,20.84000015258789,16.600000381469727,11.649999618530272,16.780000686645508,18.170000076293945,20.11000061035156,4.96486327345125,4.343759230588766,3.359857506867983,3.427682829018126,2.8836246127330196
SBA Communications Corporation,41.02000045776367,45.470001220703125,70.75,91.91999816894533,112.73999786376952,109.88999938964844,139.52000427246094,158.25999450683594,240.0399932861328,286.2699890136719,383.3599853515625,4.182807392459217,4.605270226992165,3.1855320239762315,4.473145818834405,4.521743744621846
SBA Communications Corporation,43.09999847412109,69.25,94.51000213623048,121.83999633789062,98.54000091552734,134.89999389648438,158.8699951171875,241.08999633789065,310.5400085449219,343.82000732421875,282.5,4.26580462986401,4.129286013150101,4.783476563237853,2.7345165769928754,4.475326089250599
SBA Communications Corporation,72.58999633789062,92.91000366210938,118.87999725341795,101.86000061035156,135.5500030517578,164.69000244140625,244.97999572753903,313.3599853515625,326.8999938964844,295.6199951171875,252.58999633789065,3.3688471318467648,3.9513294466426485,3.7743996508845887,2.8465482775931057,4.1249963769405324
"Healthpeak Properties, Inc.",33.86156463623047,38.1602897644043,44.007286071777344,37.17668533325195,35.92896270751953,32.16757583618164,29.559999465942383,26.65999984741211,37.0,30.51000022888184,35.70000076293945,4.944650937735234,4.59059034971582,4.933418905392992,3.225019729803055,3.5069158379202383
"Healthpeak Properties, Inc.",38.1420783996582,42.32240295410156,33.75227737426758,39.4626579284668,29.6721305847168,31.959999084472656,26.26000022888184,34.689998626708984,27.6200008392334,33.880001068115234,25.309999465942383,2.6795460306102963,4.5388994034593395,4.583058532102214,3.98513637069609,2.910754068724212
"Healthpeak Properties, Inc.",41.47541046142578,34.99089431762695,36.93989181518555,32.09471893310547,31.540000915527344,25.549999237060547,32.45000076293945,28.100000381469727,34.63999938964844,25.190000534057617,19.959999084472656,2.6100954683317843,3.7664245585300136,3.7025393242723785,2.687626588586161,2.530036111726461
"CBRE Group, Inc.",20.43000030517578,18.32999992370605,25.18000030517578,26.65999984741211,38.61000061035156,25.93000030517578,37.47999954223633,46.650001525878906,52.34999847412109,59.77999877929688,107.79000091552734,3.849189881713037,2.523404793593621,3.9362460775365946,4.851282543460952,2.618953976925148
"CBRE Group, Inc.",16.030000686645508,23.809999465942383,27.190000534057617,38.540000915527344,30.0,36.400001525878906,49.369998931884766,55.72999954223633,49.040000915527344,99.0,76.48999786376953,3.655240447399918,3.8263059834872575,3.288610184487707,2.9156537381120833,4.322424373394307
"CBRE Group, Inc.",20.36000061035156,26.31999969482422,35.0099983215332,30.6200008392334,34.400001525878906,47.65999984741211,50.790000915527344,48.52999877929688,101.47000122070312,75.26000213623047,92.61000061035156,3.033727707074619,4.909423985226896,4.9143954634110205,4.604795020962552,2.582302605003244
Kimco Realty Corporation,17.989999771118164,18.64999961853028,21.93000030517578,22.530000686645508,24.309999465942383,31.229999542236328,20.459999084472656,17.229999542236328,20.59000015258789,15.609999656677246,24.030000686645508,4.513305788063368,3.1043954582262714,3.499346471947403,3.847510872297042,2.901064385514378
Kimco Realty Corporation,16.6200008392334,21.209999084472656,21.8700008392334,25.32999992370605,27.75,18.350000381469727,16.760000228881836,20.11000061035156,11.109999656677246,24.13999938964844,21.299999237060547,3.5618497648822673,2.7729951828366337,4.33739324052779,4.296182230888724,3.8425392195745878
Kimco Realty Corporation,19.530000686645508,20.93000030517578,26.420000076293945,28.65999984741211,18.36000061035156,16.31999969482422,18.75,12.09000015258789,22.51000022888184,22.229999542236328,21.86000061035156,4.354401447003269,2.943092545147098,3.3131365112258426,2.5440863647716805,2.9702203869369974
Realty Income Corporation,32.83914566040039,35.988372802734375,43.06201553344727,40.629844665527344,45.0,67.48062133789062,55.66860580444336,56.211238861083984,76.1530990600586,59.00193786621094,70.94000244140625,4.832250479737665,4.881125052170256,2.5914655967633933,2.9728022346973675,2.9222791932299694
Realty Income Corporation,33.74031066894531,42.14147186279297,41.12403106689453,47.577518463134766,57.538761138916016,53.46899032592773,55.82364273071289,71.41472625732422,58.53682327270508,70.69000244140625,64.11000061035156,3.757248363951959,4.648222123522634,2.5819395462321904,4.581102683215654,4.503675309079444
Realty Income Corporation,39.83526992797852,39.30232620239258,49.031009674072266,61.327518463134766,53.43992233276367,51.627906799316406,66.82170867919922,62.62596893310547,67.5,65.30000305175781,57.70000076293945,4.0951084953227355,4.257457532409822,3.442483733256519,4.574646427187785,3.0663111339022313
"Ventas, Inc.",60.75139999389648,66.71234130859375,80.17585754394531,74.22633361816406,77.4580307006836,73.19999694824219,65.6500015258789,59.09999847412109,71.94000244140625,48.790000915527344,49.869998931884766,4.8081422160516905,3.1786261473255477,3.3937772164414484,2.8517302424382853,3.498370113298013
"Ventas, Inc.",63.48064422607422,76.12196350097656,69.22461700439453,83.53317260742188,66.01000213623047,69.4800033569336,58.0099983215332,71.95999908447266,43.560001373291016,50.310001373291016,45.81999969482422,2.8178451081193985,3.798345141543342,4.835278038549058,4.723703459308201,4.927656396111289
"Ventas, Inc.",74.40904235839844,70.73198699951172,80.73541259765625,63.93000030517578,67.23999786376953,56.869998931884766,67.87000274658203,44.2400016784668,55.970001220703125,44.08000183105469,50.47999954223633,3.9719185810200264,3.0046812441117763,4.199039232613399,2.8518732022623543,3.66183205314177
Crown Castle Inc.,43.34999847412109,49.310001373291016,69.66000366210938,74.75,81.94999694824219,101.18000030517578,101.1500015258789,112.11000061035156,139.5800018310547,166.36000061035156,204.75,4.9336665524898,2.9933370838426248,4.179356750906915,4.133238420133338,4.440851664142255
Crown Castle Inc.,44.91999816894531,70.31999969482422,74.87999725341797,86.43000030517578,91.08000183105467,100.18000030517578,111.0,139.32000732421875,168.13999938964844,181.9600067138672,136.92999267578125,4.016612717537884,2.66636583068606,3.106091074583208,4.645752738910025,4.475508981215977
Crown Castle Inc.,75.0999984741211,71.55999755859375,85.80000305175781,88.08999633789062,102.77999877929688,108.18000030517578,133.1300048828125,161.2899932861328,168.85000610351562,139.11000061035156,115.58999633789062,2.889714023711955,2.7841864953338753,3.1912507262673007,4.5235496068687,4.949347029518401
Camden Property Trust,53.70000076293945,63.40999984741211,70.26000213623047,68.2699966430664,75.73999786376953,88.80999755859375,89.7300033569336,94.76000213623048,114.08999633789062,98.63999938964844,176.55999755859375,4.87857426220164,3.039624497904414,4.504450376000781,4.933208045372265,4.189323349039551
Camden Property Trust,61.83000183105469,68.18000030517578,67.26000213623047,76.04000091552734,84.66999816894531,85.51000213623047,93.33999633789062,109.87999725341795,94.47000122070312,166.47000122070312,111.51000213623048,3.4865387805472468,3.6816118518948064,3.9026772471280355,2.643540223432856,3.811617099532902
Camden Property Trust,68.58000183105469,65.58000183105469,76.6500015258789,82.20999908447266,83.87999725341797,90.8000030517578,101.73999786376952,91.44000244140624,156.91000366210938,116.25,98.45999908447266,4.35170375591639,3.731176596707842,3.0839386123929473,3.962817797084895,4.196766339855725
"Equinix, Inc.",82.3499984741211,130.9499969482422,206.3099975585937,180.3099975585937,270.010009765625,386.8800048828125,444.2300109863281,434.6600036621094,571.8400268554688,711.4600219726562,835.1099853515625,4.527972786560248,4.993518710653857,2.531595825092094,4.322241497466372,4.486064255680262
"Equinix, Inc.",101.23999786376952,214.0800018310547,183.38999938964844,239.8699951171875,357.7300109863281,429.1600036621094,452.8699951171875,531.4400024414062,814.8300170898438,777.2100219726562,654.5800170898438,2.652613516836195,3.3474398515911354,3.610459364197899,4.263904139136727,3.060428761864096
"Equinix, Inc.",215.009994506836,186.3099975585937,236.13999938964844,324.8599853515625,444.9700012207031,428.2099914550781,512.6799926757812,753.4199829101562,781.3900146484375,654.8900146484375,804.1400146484375,4.011314640235934,4.912805315405423,4.388382255451854,3.9199015498155623,2.8993702374718784
Welltower Inc.,47.75,57.08000183105469,65.51000213623047,62.18000030517578,71.12000274658203,76.19999694824219,71.91999816894531,66.8499984741211,91.18000030517578,63.68000030517578,84.04000091552734,4.18296631067163,4.265494336373413,3.4866258288623038,2.646538939915947,4.902245710803351
Welltower Inc.,55.09999847412109,61.95000076293945,58.59999847412109,75.25,68.61000061035156,74.8499984741211,63.380001068115234,87.87999725341797,55.04999923706055,84.01000213623047,65.94000244140625,3.0840665033787205,3.340052722509925,3.7724549142630126,4.721743894216141,2.7354743523517424
Welltower Inc.,61.130001068115234,56.88999938964844,75.19999694824219,71.33000183105469,73.16000366210938,62.08000183105469,84.83999633789062,60.88999938964844,84.11000061035156,68.18000030517578,90.45999908447266,3.4138061998814977,4.181090969271364,3.453021709099524,4.447447432801658,4.123843758897603
"Simon Property Group, Inc.",92.13546752929688,129.72718811035156,149.3226776123047,160.5268096923828,184.13999938964844,217.13999938964844,166.3699951171875,184.3000030517578,148.80999755859375,85.41000366210938,158.42999267578125,3.6954439605653078,3.203078688767448,3.360406885372715,3.6543895205884636,3.9480924936485766
"Simon Property Group, Inc.",121.7121353149414,151.26058959960938,153.07620239257812,188.6000061035156,196.08999633789065,161.75999450683594,177.08999633789062,161.22000122070312,65.12000274658203,167.99000549316406,118.0999984741211,3.6364603685438697,3.8656015884067596,4.069430189246249,4.507652300420484,4.603901187845274
"Simon Property Group, Inc.",150.32925415039062,147.66697692871094,187.07000732421875,208.259994506836,160.6999969482422,169.67999267578125,154.75,68.86000061035156,140.22000122070312,117.18000030517578,143.66000366210938,4.963727487621164,3.9578094381450772,2.8074477083710905,3.1514874587916193,4.935562839824331
Weyerhaeuser Company,19.549999237060547,20.36000061035156,30.200000762939453,28.200000762939453,33.0,30.1200008392334,32.720001220703125,34.099998474121094,28.020000457763672,29.11000061035156,39.65999984741211,3.725862434467389,3.5457430135954384,4.034330814762093,4.017744987839251,3.6871442240837458
Weyerhaeuser Company,19.100000381469727,30.07999992370605,29.32999992370605,31.729999542236328,31.450000762939453,33.5,34.11000061035156,27.34000015258789,29.790000915527344,38.84999847412109,31.46999931335449,3.7558578911163396,3.6594351370638045,3.210803381094731,3.305295146845771,4.8950936028012375
Weyerhaeuser Company,29.14999961853028,29.8799991607666,33.68000030517578,31.979999542236328,33.16999816894531,36.29999923706055,24.46999931335449,28.690000534057617,37.2400016784668,32.02000045776367,34.630001068115234,3.995259225800035,2.7413068749484744,3.165148439871815,3.916540077275706,3.520104884763634
Public Storage,100.98999786376952,138.19000244140625,148.38999938964844,173.16000366210938,196.17999267578125,253.83999633789065,201.0800018310547,208.33999633789065,240.69000244140625,219.1300048828125,368.7999877929688,3.224163483709851,2.565922045665517,4.647860624032526,4.339069850846043,4.516484936944535
Public Storage,135.19000244140625,156.0399932861328,168.10000610351562,191.58999633789065,253.33999633789065,208.52999877929688,215.82000732421875,250.0,234.33999633789065,329.19000244140625,283.0400085449219,3.0029735467474907,2.6627705974725417,3.8115871618445314,2.52842163155638,3.296888916218232
Public Storage,146.08999633789062,160.25,190.7700042724609,263.4800109863281,217.08999633789065,226.33999633789065,245.75,216.72000122070312,319.4200134277344,297.5400085449219,301.8800048828125,3.1190949249669213,3.637328807578303,3.82066300701311,4.647823542663172,3.0116917420081135
Extra Space Storage Inc.,17.700000762939453,26.46999931335449,38.40999984741211,50.27000045776367,70.95999908447266,90.6500015258789,77.87000274658203,90.3499984741211,114.3000030517578,110.88999938964844,221.75,2.8257775012772868,2.587183902683698,3.8666774884333055,2.8588385018237448,4.133250247559207
Extra Space Storage Inc.,24.39999961853028,39.970001220703125,48.4900016784668,66.22000122070312,92.26000213623048,78.0,93.41999816894533,115.77999877929688,114.94000244140624,199.8999938964844,147.5399932861328,3.610134978788792,2.587562863557287,2.6689323290661084,4.331540386014609,4.795050282513017
Extra Space Storage Inc.,36.84999847412109,46.02000045776367,65.05999755859375,88.05000305175781,79.04000091552734,98.8499984741211,114.12000274658205,110.81999969482422,182.97000122070312,157.58999633789062,159.4499969482422,2.799939185597309,3.9040784759334106,3.2453091524834954,2.858645755145764,3.6619017147650323
"UDR, Inc.",23.1200008392334,25.76000022888184,24.40999984741211,25.690000534057617,33.189998626708984,36.880001068115234,38.72999954223633,40.459999084472656,49.40999984741211,39.66999816894531,59.43000030517578,3.4247072866966963,3.928921919083824,3.211869136732801,4.000426935288974,2.8383042013335493
"UDR, Inc.",25.200000762939453,23.309999465942383,25.790000915527344,32.560001373291016,36.18000030517578,38.970001220703125,39.209999084472656,47.84000015258789,33.810001373291016,55.630001068115234,38.52000045776367,3.2753339840166835,4.50686967035208,4.139947186136286,4.053421668648579,4.2093930765647585
"UDR, Inc.",23.920000076293945,25.59000015258789,33.689998626708984,36.790000915527344,38.29999923706055,37.22999954223633,44.79999923706055,34.45000076293945,53.93999862670898,40.310001373291016,37.970001220703125,4.656378272213343,4.227013282435825,3.832799283738291,3.849334048792107,2.77348127016738
American Tower Corporation,51.470001220703125,63.790000915527344,75.05000305175781,83.08999633789062,95.16000366210938,113.5999984741211,138.07000732421875,147.0,225.9100036621093,228.9100036621093,285.760009765625,2.878858095706283,3.932990012030923,4.25142126983156,4.626480411670767,3.8879688013847318
American Tower Corporation,58.810001373291016,75.88999938964844,81.73999786376953,95.83999633789062,106.16999816894533,132.32000732421875,150.91000366210938,216.2100067138672,239.6000061035156,257.6300048828125,210.8999938964844,2.700503681236925,4.230780663490341,4.974160782740551,2.5023673873876855,3.361682361023851
American Tower Corporation,79.05000305175781,80.37999725341797,94.61000061035156,105.5,131.0500030517578,144.6699981689453,213.8999938964844,252.4199981689453,269.3299865722656,219.9100036621093,216.2400054931641,3.0482083851775332,3.4253309531408784,2.7173829968272893,4.608421419081862,3.4633430929602294
"Mid-America Apartment Communities, Inc.",62.119998931884766,64.45999908447266,70.68000030517578,68.47000122070312,77.08999633789062,107.33000183105467,104.0199966430664,104.02999877929688,134.0800018310547,123.7699966430664,224.6300048828125,2.987741123121815,3.5031675365355817,4.988127730859064,3.1393061710044927,4.077437556319371
"Mid-America Apartment Communities, Inc.",62.97999954223633,65.43000030517578,67.63999938964844,75.23999786376953,101.1999969482422,105.37999725341795,101.33000183105467,127.94000244140624,122.47000122070312,202.3000030517578,156.82000732421875,3.3516843042178075,2.606640548858815,4.6133008502948,2.6847316193279833,3.690776333467027
"Mid-America Apartment Communities, Inc.",65.12000274658203,66.62999725341797,75.36000061035156,99.0500030517578,100.79000091552734,99.41999816894533,117.52999877929688,116.44000244140624,197.5599975585937,159.91000366210938,134.05999755859375,3.418488399852075,4.169205823495015,3.7291403287818943,3.8831109201045733,4.637416481358475
"Essex Property Trust, Inc.",115.3000030517578,143.74000549316406,151.80999755859375,169.6199951171875,224.0,228.6499938964844,261.510009765625,250.2400054931641,328.6600036621094,252.47000122070312,346.510009765625,4.371727973460754,4.309430499919238,4.456571062313769,2.791384386471072,4.60625981991172
"Essex Property Trust, Inc.",140.30999755859375,150.49000549316406,165.07000732421875,223.1300048828125,226.0,257.2699890136719,242.7700042724609,321.17999267578125,204.69000244140625,345.1300048828125,210.94000244140625,4.792778185867687,4.702286522521565,3.648785664195831,3.7083400765871435,2.869463187970545
"Essex Property Trust, Inc.",148.25,165.38999938964844,234.6100006103516,229.2700042724609,256.2900085449219,236.22000122070312,294.4200134277344,218.509994506836,333.0899963378906,213.5200042724609,247.1199951171875,4.828581953242745,4.116937913569287,3.181125124967611,2.930964776150689,4.366038401477929
"Prologis, Inc.",32.25,34.119998931884766,38.54999923706055,41.38999938964844,40.369998931884766,48.7400016784668,60.650001525878906,66.38999938964844,89.16000366210938,99.55999755859376,165.88999938964844,2.991475184434948,3.7840009538856076,4.262462826883378,4.707226061321561,4.896689953829439
"Prologis, Inc.",29.239999771118164,39.41999816894531,40.5,43.04999923706055,47.09000015258789,58.63999938964844,66.4800033569336,83.2699966430664,104.9800033569336,150.89999389648438,113.29000091552734,3.1167223499158303,4.269545193746662,3.9681350458908415,3.5844610646945023,4.730597037400042
"Prologis, Inc.",37.34999847412109,39.93000030517578,42.79999923706055,45.77999877929688,55.900001525878906,64.5199966430664,78.63999938964844,100.9800033569336,136.97999572753906,114.9499969482422,133.4600067138672,2.810859841684087,4.850253209854848,3.0911398240459196,3.915129689334207,2.729125131295303
"CoStar Group, Inc.",5.857999801635742,5.804999828338623,10.218000411987305,17.19700050354004,21.045000076293945,21.847000122070312,27.82099914550781,44.38399887084961,58.63999938964844,88.77899932861328,79.95999908447266,2.9689624262265704,4.758359175155011,2.977800371354655,2.5950242400964703,4.058126288398691
"CoStar Group, Inc.",6.5879998207092285,9.58899974822998,20.847000122070312,19.698999404907227,20.246999740600582,26.36000061035156,42.21599960327149,57.97299957275391,86.73899841308594,80.08000183105469,76.75,2.8420044135200313,4.370559110192814,2.8889292843611734,4.147320783636526,2.841010264240866
"CoStar Group, Inc.",9.30799961090088,17.530000686645508,19.551000595092773,18.39699935913086,25.95199966430664,41.56800079345703,58.52000045776367,80.35099792480469,93.8000030517578,80.55999755859375,87.52999877929688,4.536224135286214,2.80369933217734,2.8811716370882627,3.32799594766493,3.882385185023054
